"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FS","2019-05-01","87.9","-1.7798","5.3358","Eduardo Escobar",500871,547888,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out, second baseman Tyler Wade to first baseman Luke Voit.  ","R","L","R","ARI","NYY","X",4,"ground_ball",2,2,2019,"-1.1403","0.2332","-0.4032","1.3130",605113,"null",502481,2,2,"Bot","162.49","149.16",,,596142,,"190501_202705","5.6387","-127.8457","-4.1137","-13.5210","25.2048","-29.0454","3.1800","1.4800","48","83.7","1.9","87.6230","1661","6.0440",564846,547888,596142,572228,642180,570482,650402,457727,458731,643565,"54.4559","0.302","0.263","0.00",1,0,0,2,18,"6","Split Finger",2,0,2,0,0,2,2,0,"Infield shift","Standard"
"FF","2019-05-01","90.6","-1.6188","5.4126","Eduardo Escobar",500871,547888,"strikeout","swinging_strike",,,,,11,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","NYY","S",2,"null",1,2,2019,"-0.7738","1.1495","-0.3204","3.6199","null","null","null",1,1,"Bot","null","null",,,596142,,"190501_195307","4.8074","-131.8467","-0.9633","-9.8462","26.9853","-19.0471","3.1800","1.4800","null","null","null","89.8700","2158","5.7530",564846,547888,596142,572228,642180,570482,650402,457727,458731,643565,"54.7466","null","null","0.00",1,0,0,"null",5,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-04-30","80.3","1.2630","6.4130","Eduardo Escobar",500871,502154,"single","hit_into_play_no_out",,,,,8,"Eduardo Escobar singles on a line drive to left fielder Cameron Maybin.   Ketel Marte to 3rd.  ","R","R","L","ARI","NYY","X",7,"line_drive",0,2,2019,"-0.9389","-0.7070","-0.1394","1.6134","null",606466,"null",0,8,"Bot","63.84","118.36",,,596142,,"190501_035956","-1.3765","-116.6834","-2.5733","-7.9268","22.6353","-38.1335","3.1900","1.5000","156","92.2","10.8","78.3870","2627","5.0910",564845,502154,596142,572228,642731,642180,650402,457727,458731,643565,"55.4089","0.795","0.744","0.90",1,1,0,4,58,"3","Slider",2,1,2,1,1,2,2,1,"Standard","Standard"
"FC","2019-04-30","86.7","2.1141","6.2329","Eduardo Escobar",500871,282332,"double","hit_into_play_no_out",,,,,4,"Eduardo Escobar doubles (9) on a line drive to left fielder Cameron Maybin.  ","R","R","L","ARI","NYY","X",7,"line_drive",1,1,2019,"-0.0584","0.9353","-0.6822","2.5385","null","null","null",0,6,"Bot","24.83","99.24",,,596142,,"190501_031750","-6.5896","-126.2595","-4.6597","0.5116","21.9367","-21.3926","3.1900","1.5000","332","98.7","24.8","87.5580","2226","6.4620",564845,282332,596142,572228,642731,642180,650402,457727,458731,643565,"54.0377","0.600","0.991","1.25",1,1,1,6,43,"3","Cutter",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"SI","2019-04-30","88.7","2.3120","5.9840","Eduardo Escobar",500871,282332,"double","hit_into_play_no_out",,,,,14,"Eduardo Escobar doubles (8) on a fly ball to center fielder Brett Gardner.  ","R","R","L","ARI","NYY","X",8,"fly_ball",2,1,2019,"1.3954","0.7079","1.0136","2.0948","null","null","null",0,4,"Bot","89.50","55.67",,,596142,,"190501_024438","-6.1664","-129.0558","-4.9430","17.0383","28.4544","-23.3415","3.1900","1.5000","349","89.1","26.3","89.0490","2131","6.6470",564845,282332,596142,572228,642731,642180,650402,457727,458731,643565,"53.8521","0.120","0.169","1.25",1,1,1,3,28,"4","Sinker",1,1,1,1,1,1,1,1,"Infield shift","Standard"
"SL","2019-04-30","81.8","2.4144","5.9115","Eduardo Escobar",500871,282332,"field_out","hit_into_play",,,,,14,"Eduardo Escobar flies out to left fielder Cameron Maybin.  ","R","R","L","ARI","NYY","X",7,"fly_ball",2,2,2019,"-0.8023","0.0180","0.2410","1.1687","null","null","null",2,1,"Bot","45.69","75.48",,,596142,,"190501_015559","-3.3515","-118.9749","-4.0064","-6.6953","28.2149","-31.3184","3.1900","1.5000","345","91.0","27.1","81.1040","2383","6.3860",564845,282332,596142,572228,642731,642180,650402,457727,458731,643565,"54.1132","0.120","0.141","0.00",1,0,0,3,8,"5","Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FC","2019-04-28","86.7","4.6067","5.5738","Eduardo Escobar",500871,594986,"strikeout","called_strike",,,,,9,"Eduardo Escobar called out on strikes.  ","R","R","L","ARI","CHC","S",2,"null",2,2,2019,"-0.2325","0.5466","0.6982","1.5491","null","null","null",1,15,"Bot","null","null",,,575929,,"190429_013755","-8.7743","-125.8874","-4.4905","-0.8061","23.4301","-25.8265","3.1133","1.3566","null","null","null","86.0300","2159","5.7950",564844,594986,575929,519203,623520,592178,595879,450314,546991,518792,"54.7049","null","null","0.00",1,0,0,"null",125,"6","Cutter",3,6,3,6,6,3,3,6,"Standard","Standard"
"SL","2019-04-28","83.2","-1.3688","5.9354","Eduardo Escobar",500871,467008,"field_out","hit_into_play",,,,,13,"Eduardo Escobar flies out to right fielder Jason Heyward.  ","R","L","R","ARI","CHC","X",9,"fly_ball",2,1,2019,"0.2369","0.0108","-0.5547","0.9759",606466,"null","null",2,10,"Bot","158.70","74.98",,,575929,,"190428_233922","1.4003","-121.0634","-4.8868","2.0077","24.4839","-31.3251","3.1800","1.4900","303","81.6","34.5","82.5620","null","5.9460",564844,467008,575929,519203,623520,592178,595879,656941,546991,518792,"54.5530","0.040","0.035","0.00",1,0,0,3,81,"4","Slider",3,3,3,3,3,3,3,3,"Standard","Standard"
"SL","2019-04-28","77.8","-3.4308","4.0261","Eduardo Escobar",500871,518553,"strikeout","swinging_strike",,,,,7,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","CHC","S",2,"null",1,2,2019,"1.2662","-0.0163","-0.7641","1.8797","null","null","null",0,8,"Bot","null","null",,,575929,,"190428_230249","3.3901","-113.3749","2.3614","10.5342","20.9374","-32.9360","3.1800","1.4900","null","null","null","78.9040","2411","7.0060",564844,518553,575929,519203,518614,623520,595879,656941,518792,592178,"53.4939","null","null","0.00",1,0,0,"null",65,"5","Slider",3,3,3,3,3,3,3,3,"Strategic","Standard"
"CU","2019-04-28","76.4","2.5870","5.9118","Eduardo Escobar",500871,500779,"home_run","hit_into_play_score",,,,,14,"Eduardo Escobar homers (5) on a fly ball to left field.   Ketel Marte scores.  ","R","R","L","ARI","CHC","X","null","fly_ball",1,1,2019,"-1.2498","0.2383","0.0353","1.3211","null","null",606466,1,6,"Bot","31.19","69.57",,,575929,,"190428_220931","-3.1450","-110.9135","-2.8764","-9.1668","22.1625","-30.0438","3.1800","1.4900","418","104.0","30.4","74.2540","2163","5.0920",564844,500779,575929,519203,518614,623520,595879,656941,518792,592178,"55.4078","0.912","1.762","2.00",1,0,3,6,48,"3","Curveball",1,3,1,3,3,1,1,3,"Standard","Standard"
"SI","2019-04-28","91.0","2.3091","5.9607","Eduardo Escobar",500871,500779,"home_run","hit_into_play_score",,,,,4,"Eduardo Escobar homers (4) on a fly ball to left center field.  ","R","R","L","ARI","CHC","X","null","fly_ball",3,1,2019,"1.0265","1.3010","-0.6348","2.1559","null","null","null",1,4,"Bot","43.14","55.07",,,575929,,"190428_212732","-9.5532","-132.0608","-6.3901","13.9831","27.2638","-15.8440","3.1800","1.4900","391","103.8","38.7","90.8690","1987","6.2910",564844,500779,575929,519203,518614,623520,595879,656941,518792,592178,"54.2089","0.450","0.928","2.00",1,0,3,6,31,"5","Sinker",0,3,0,3,3,0,0,3,"Standard","Standard"
"FF","2019-04-28","91.5","2.2332","5.9176","Eduardo Escobar",500871,500779,"field_out","hit_into_play",,,,,5,"Eduardo Escobar grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.  ","R","R","L","ARI","CHC","X",6,"ground_ball",0,0,2019,"0.4562","1.2784","-0.2017","2.1869","null","null","null",2,1,"Bot","112.31","150.68",,,575929,,"190428_202240","-7.2705","-133.1590","-6.4952","7.0958","27.5310","-15.3270","3.1800","1.4900","13","89.2","-8.9","93.0740","2096","7.1340",564844,500779,575929,519203,518614,623520,595879,656941,518792,592178,"53.3655","0.192","0.179","0.00",1,0,0,2,6,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-04-27","79.8","4.7077","5.5632","Eduardo Escobar",500871,594986,"field_out","hit_into_play",,,,,14,"Eduardo Escobar flies out to center fielder Jason Heyward.  ","R","R","L","ARI","CHC","X",8,"fly_ball",2,1,2019,"-0.6230","-0.2618","0.5702","1.2462","null","null","null",0,8,"Bot","116.97","34.60",,,543089,,"190428_030157","-7.8193","-115.9135","-2.2451","-3.9918","21.3269","-34.3050","3.4600","1.6200","387","99.0","32.8","78.3660","2408","5.3440",564843,594986,543089,519203,518614,623520,595879,656941,518792,592178,"55.1555","0.408","0.698","0.00",1,0,0,5,68,"4","Curveball",1,9,1,9,9,1,1,9,"Standard","Standard"
"FT","2019-04-27","91.4","-2.2181","5.6374","Eduardo Escobar",500871,506433,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out softly, first baseman Anthony Rizzo to pitcher Yu Darvish.  ","R","L","R","ARI","CHC","X",3,"ground_ball",1,1,2019,"-0.8553","0.6321","-0.1657","1.0679","null","null","null",2,5,"Bot","145.76","172.48",,,543089,,"190428_020451","7.0060","-132.9148","-7.0717","-11.5078","23.9580","-23.5095","3.2000","1.5000","null","82.9","-20.7","91.9850","1960","6.3230",564843,506433,543089,519203,518614,623520,595879,656941,518792,592178,"54.1766","0.075","0.065","0.00",1,0,0,2,45,"3","2-Seam Fastball",0,7,0,7,7,0,0,7,"Standard","Standard"
"FT","2019-04-27","91.7","-2.4844","5.5197","Eduardo Escobar",500871,506433,"strikeout","swinging_strike",,,,,13,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","CHC","S",2,"null",0,2,2019,"-0.8283","0.2231","-0.0081","1.0044","null",643327,502481,2,2,"Bot","null","null",,,543089,,"190428_005620","8.0211","-133.3540","-6.0675","-11.4664","25.9814","-28.5254","3.3100","1.5600","null","null","null","91.8750","2011","6.2190",564843,506433,543089,519203,518614,623520,595879,656941,518792,592178,"54.2804","null","null","0.00",1,0,0,"null",18,"3","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-04-27","94.4","-2.4208","5.4699","Eduardo Escobar",500871,506433,"double","hit_into_play_no_out",,,,,4,"Eduardo Escobar doubles (7) on a sharp line drive to right fielder Kris Bryant.  ","R","L","R","ARI","CHC","X",9,"line_drive",0,0,2019,"-0.3081","1.2224","-0.3410","2.5283","null","null","null",1,1,"Bot","226.37","84.82",,,543089,,"190428_001859","6.1450","-137.4400","-4.7772","-5.2357","28.5460","-15.6611","3.2000","1.5000","356","106.5","24.7","95.2660","2567","6.6210",564843,506433,543089,519203,518614,623520,595879,656941,518792,592178,"53.8787","0.982","1.880","1.25",1,1,1,6,5,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-04-25","86.3","0.4231","5.8028","Eduardo Escobar",500871,434538,"field_out","hit_into_play",,,,,6,"Eduardo Escobar flies out to left fielder JB Shuck.  ","R","R","L","PIT","ARI","X",7,"fly_ball",1,2,2019,"-0.3551","0.4902","0.3355","2.3745","null","null",502481,2,7,"Top","67.08","44.10",,,553869,,"190425_190256","0.5072","-125.7170","-2.9948","-3.8639","22.7281","-26.6244","3.1900","1.4900","389","96.9","29.7","86.6000","2132","6.1790",566192,434538,553869,605137,592567,628356,657061,543776,641829,570256,"54.3207","0.430","0.794","0.00",1,0,0,5,51,"5","Slider",0,5,5,0,5,0,5,0,"Standard","Standard"
"CU","2019-04-25","82.4","-2.0336","6.2482","Eduardo Escobar",500871,592791,"sac_fly","hit_into_play_score",,,,,7,"Eduardo Escobar out on a sacrifice fly to center fielder Jason Martin.   Jarrod Dyson scores.  ","R","L","R","PIT","ARI","X",8,"fly_ball",0,2,2019,"1.6031","-0.9055","-0.3264","1.3711",502481,"null","null",1,5,"Top","144.96","48.27",,,553869,,"190425_182805","0.7748","-119.9546","-2.7586","15.1550","25.0806","-40.4873","3.1900","1.4900","358","91.9","24.1","82.0800","2883","6.2350",566192,592791,553869,605137,592567,628356,657061,543776,641829,570256,"54.2645","0.195","0.229","0.00",1,0,0,3,36,"3","Curveball",0,4,4,0,4,0,4,0,"Strategic","Standard"
"FF","2019-04-25","93.3","-2.0274","6.1231","Eduardo Escobar",500871,592791,"strikeout","swinging_strike",,,,,12,"Eduardo Escobar strikes out swinging.  ","R","L","R","PIT","ARI","S",2,"null",0,2,2019,"-0.0029","1.1188","0.6449","4.1909","null","null","null",2,3,"Top","null","null",,,553869,,"190425_175034","6.8595","-135.8403","-1.7206","-1.3363","25.7390","-18.1735","3.1900","1.4900","null","null","null","93.5600","2212","6.1120",566192,592791,553869,605137,592567,628356,657061,543776,641829,570256,"54.3873","null","null","0.00",1,0,0,"null",19,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"CH","2019-04-24","85.3","2.8168","5.1770","Eduardo Escobar",500871,643230,"single","hit_into_play_no_out",,,,,14,"Eduardo Escobar singles on a ground ball to center fielder Jason Martin.  ","R","R","L","PIT","ARI","X",8,"ground_ball",2,2,2019,"0.7747","-0.1772","1.0624","1.7304","null","null","null",2,8,"Top","125.36","102.78",,,465041,,"190425_012426","-5.8958","-124.4138","-1.5533","9.5005","22.4034","-33.9645","3.2000","1.4900","36","93.0","-0.5","87.7720","1586","7.4890",566191,643230,465041,605137,622569,628356,657061,592567,641829,543776,"53.0107","0.310","0.304","0.90",1,1,0,2,68,"5","Changeup",2,11,11,2,11,2,11,2,"Standard","Standard"
"FT","2019-04-24","91.6","-1.3871","6.1028","Eduardo Escobar",500871,543475,"field_out","hit_into_play",,,,,7,"Eduardo Escobar grounds out, second baseman Adam Frazier to first baseman Josh Bell.  ","R","L","R","PIT","ARI","X",4,"ground_ball",0,0,2019,"-1.3831","0.9512","-0.2990","1.3811","null","null","null",0,5,"Top","147.77","148.21",,,465041,,"190425_002223","5.7434","-133.1649","-8.1457","-17.7184","26.8236","-19.3410","3.2000","1.4900","53","79.6","4.1","91.9450","2222","6.4100",566191,543475,465041,605137,624428,628356,657061,592567,641829,466320,"54.0894","0.275","0.243","0.00",1,0,0,2,38,"1","2-Seam Fastball",1,5,5,1,5,1,5,1,"Standard","Standard"
"CH","2019-04-24","85.1","-1.6671","5.9740","Eduardo Escobar",500871,543475,"double","hit_into_play_score",,,,,13,"Eduardo Escobar doubles (6) on a sharp fly ball to center fielder Jason Martin.   Merrill Kelly scores.  ","R","L","R","PIT","ARI","X",8,"fly_ball",0,0,2019,"-1.3855","0.6283","-0.3843","1.2921","null",518876,"null",2,2,"Top","136.57","32.23",,,465041,,"190424_233811","5.8619","-123.8258","-5.9746","-15.5773","25.0438","-24.6403","3.2000","1.4900","393","100.6","23.1","85.6330","1565","6.6650",566191,543475,465041,605137,624428,628356,657061,592567,641829,466320,"53.8342","0.698","1.060","1.25",1,1,1,6,16,"1","Changeup",0,3,3,0,3,0,3,0,"Standard","Standard"
"CH","2019-04-24","85.4","-1.6480","6.1034","Eduardo Escobar",500871,543475,"triple","hit_into_play_no_out",,,,,7,"Eduardo Escobar triples (1) on a line drive to center fielder Jason Martin.  ","R","L","R","PIT","ARI","X",8,"line_drive",2,2,2019,"-1.4092","0.3248","-0.7761","1.4114","null","null","null",1,1,"Top","160.38","66.31",,,465041,,"190424_230929","4.8797","-124.2152","-5.4096","-15.5365","24.4441","-27.9635","3.2000","1.4900","324","89.3","21.4","85.4350","1791","6.2970",566191,543475,465041,605137,624428,628356,657061,592567,641829,466320,"54.2023","0.242","0.223","1.60",1,1,2,3,2,"6","Changeup",0,0,0,0,0,0,0,0,"Strategic","Standard"
"FF","2019-04-23","93.2","-3.1231","5.9584","Eduardo Escobar",500871,593144,"single","hit_into_play_no_out",,,,,6,"Eduardo Escobar singles on a ground ball to center fielder Jason Martin.  ","R","L","R","PIT","ARI","X",8,"ground_ball",1,2,2019,"-1.1658","1.0524","0.3430","2.4845","null","null","null",2,8,"Top","138.69","88.25",,,465041,,"190424_012458","11.5579","-135.2964","-5.5075","-16.9855","29.0456","-18.0927","3.1774","1.5513","34","93.8","-1.8","93.7260","2506","6.6940",566190,593144,465041,605137,624428,592567,657061,466320,641829,570256,"53.8054","0.340","0.330","0.90",1,1,0,2,55,"4","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2019-04-23","91.7","-1.9269","5.5402","Eduardo Escobar",500871,592866,"double","hit_into_play_no_out",,,,,7,"Eduardo Escobar doubles (5) on a ground ball to left fielder Melky Cabrera.   Jarrod Dyson to 3rd.  ","R","L","R","PIT","ARI","X",7,"ground_ball",0,2,2019,"-0.3676","0.7885","-0.6193","1.8697","null","null",502481,1,6,"Top","95.08","87.04",,,465041,,"190424_003759","4.1087","-133.5139","-5.2032","-5.2233","25.5125","-21.8499","3.1700","1.4517","139","99.4","5.8","92.3350","2246","6.3870",566190,592866,465041,605137,624428,592567,657061,466320,641829,570256,"54.1129","0.592","0.511","1.25",1,1,1,4,40,"3","4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard"
"CH","2019-04-23","82.4","-1.9082","5.5933","Eduardo Escobar",500871,592866,"force_out","hit_into_play",,,,,7,"Eduardo Escobar grounds into a force out, second baseman Adam Frazier to shortstop Cole Tucker.   Jarrod Dyson out at 2nd.    Eduardo Escobar to 1st.  ","R","L","R","PIT","ARI","X",4,"ground_ball",2,2,2019,"-1.1243","0.8627","-0.7726","1.5117","null","null",502481,0,4,"Top","153.22","160.93",,,465041,,"190424_000405","4.7976","-119.9711","-4.4925","-11.8403","22.0722","-23.1349","3.0886","1.3283","13","76.1","-6.1","82.9540","1720","6.5170",566190,592866,465041,605137,624428,592567,657061,466320,668804,570256,"53.9820","0.092","0.077","0.00",1,0,0,2,25,"5","Changeup",1,0,0,1,0,1,0,1,"Infield shift","Standard"
"SL","2019-04-23","83.3","-2.1383","5.7191","Eduardo Escobar",500871,592866,"single","hit_into_play_no_out",,,,,9,"Eduardo Escobar singles on a line drive to right fielder Gregory Polanco.  ","R","L","R","PIT","ARI","X",9,"line_drive",0,1,2019,"0.4993","0.1232","0.3320","1.3687","null","null","null",1,1,"Top","155.15","98.82",,,465041,,"190423_230931","4.6899","-121.3880","-3.8805","4.1601","20.0878","-30.5096","3.1343","1.4610","249","79.8","20.6","83.5470","2202","6.0310",566190,592866,465041,605137,624428,592567,657061,466320,668804,570256,"54.4688","0.802","0.744","0.90",1,1,0,4,2,"2","Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FT","2019-04-22","93.4","0.7842","5.6641","Eduardo Escobar",500871,434538,"single","hit_into_play_score",,,,,4,"Eduardo Escobar singles on a fly ball to right fielder Gregory Polanco.   John Ryan Murphy scores.    Ketel Marte to 3rd.    Jarrod Dyson to 2nd.  ","R","R","L","PIT","ARI","X",9,"fly_ball",1,2,2019,"1.2502","0.9042","-0.4856","2.5806",571974,606466,502481,0,8,"Top","155.16","104.79",,,553869,,"190423_020753","-5.9779","-135.8914","-4.1395","16.6783","30.1486","-20.3808","3.2500","1.5000","237","72.8","31.4","93.0660","1995","6.1270",566189,434538,553869,605137,624428,592567,657061,641829,543776,570256,"54.3722","0.455","0.455","0.90",1,1,0,3,72,"4","2-Seam Fastball",4,9,9,4,9,4,9,4,"Strategic","Standard"
"FF","2019-04-22","96.3","-1.6605","5.5364","Eduardo Escobar",500871,605195,"single","hit_into_play_score",,,,,6,"Eduardo Escobar singles on a pop up to shortstop Cole Tucker.   John Ryan Murphy scores.    Blake Swihart to 3rd.    Jarrod Dyson to 2nd.  ","R","L","R","PIT","ARI","X",6,"popup",2,2,2019,"-0.3906","1.4330","0.7140","2.5675",571974,596119,502481,1,7,"Top","85.97","147.89",,,553869,,"190423_013241","7.1698","-140.0570","-5.5464","-6.6698","29.9794","-12.3567","3.2500","1.5000","158","56.9","50.2","96.3260","2531","6.2170",566189,605195,553869,605137,624428,592567,657061,641829,668804,570256,"54.2829","0.078","0.075","0.90",1,1,0,1,60,"7","4-Seam Fastball",4,2,2,4,2,4,2,4,"Strategic","Standard"
"CH","2019-04-22","83.8","-1.7016","6.5283","Eduardo Escobar",500871,605397,"strikeout","swinging_strike",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","PIT","ARI","S",2,"null",1,2,2019,"-0.6206","0.3803","0.3072","1.1049","null","null","null",0,6,"Top","null","null",,,553869,,"190423_005849","5.7348","-121.7733","-6.8186","-7.0260","20.3905","-27.5335","3.2500","1.5000","null","null","null","83.0430","2122","5.5360",566189,605397,553869,605137,624428,592567,657061,466320,668804,570256,"54.9633","null","null","0.00",1,0,0,"null",48,"4","Changeup",4,1,1,4,1,4,1,4,"Infield shift","Standard"
"FF","2019-04-22","91.4","-1.4320","6.6350","Eduardo Escobar",500871,605397,"home_run","hit_into_play_score",,,,,3,"Eduardo Escobar homers (3) on a fly ball to right field.  ","R","L","R","PIT","ARI","X","null","fly_ball",1,1,2019,"-0.2957","1.0629","0.3590","3.1678","null","null","null",1,3,"Top","230.27","97.65",,,553869,,"190422_235905","5.1053","-133.0046","-5.1475","-4.4522","25.0087","-18.8611","3.2500","1.5000","341","92.1","36.3","91.2940","2241","5.9490",566189,605397,553869,605137,624428,592567,657061,466320,668804,570256,"54.5501","0.080","0.117","2.00",1,0,3,3,22,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-04-22","92.2","-1.4721","6.6582","Eduardo Escobar",500871,605397,"field_out","hit_into_play",,,,,3,"Eduardo Escobar grounds out to first baseman Josh Bell.  ","R","L","R","PIT","ARI","X",3,"ground_ball",0,2,2019,"-0.3094","1.0063","0.4861","2.9655","null","null","null",1,1,"Top","152.62","166.98",,,553869,,"190422_230953","5.5691","-134.1149","-5.7217","-4.6948","23.9677","-19.3241","3.4100","1.6000","32","75.3","-1.9","91.8650","2557","5.7240",566189,605397,553869,605137,624428,592567,657061,466320,668804,570256,"54.7757","0.120","0.119","0.00",1,0,0,2,2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SI","2019-04-21","92.1","-1.1981","5.9948","Eduardo Escobar",500871,445213,"field_out","hit_into_play",,,,,5,"Eduardo Escobar flies out to right fielder Mark Zagunis.  ","R","L","R","CHC","ARI","X",9,"fly_ball",1,2,2019,"-1.2565","1.1505","0.1290","2.1183","null","null","null",2,7,"Top","234.36","91.58",,,575929,,"190421_200841","6.0788","-133.9279","-6.4992","-16.3804","27.9642","-17.1923","3.2500","1.5000","356","97.7","35.8","92.1250","2017","6.2680",565132,445213,575929,519203,450314,623520,595879,592178,546991,657145,"54.2319","0.228","0.424","0.00",1,0,0,5,47,"4","Sinker",1,0,0,1,0,1,0,1,"Standard","Standard"
"FT","2019-04-21","96.5","-2.3884","5.4818","Eduardo Escobar",500871,543022,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out, pitcher Tyler Chatwood to first baseman Anthony Rizzo.  ","R","L","R","CHC","ARI","X",1,"ground_ball",1,2,2019,"-1.4458","1.0005","-1.1228","2.2226","null","null","null",0,5,"Top","125.36","179.70",,,575929,,"190421_192905","6.5733","-140.2250","-5.3090","-20.3493","31.4155","-18.1495","3.1200","1.4600","11","87.4","-10.4","95.9650","2591","6.0390",565132,543022,575929,519203,450314,623520,595879,592178,546991,657145,"54.4605","0.145","0.122","0.00",1,0,0,2,30,"4","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2019-04-21","85.9","-2.3804","5.4846","Eduardo Escobar",500871,543022,"strikeout","swinging_strike",,,,,7,"Eduardo Escobar strikes out swinging.  ","R","L","R","CHC","ARI","S",2,"null",1,2,2019,"-0.7233","0.4733","-0.7517","1.5442","null","null",430945,0,2,"Top","null","null",,,575929,,"190421_184317","5.2202","-124.9833","-4.0646","-8.3763","21.0697","-26.7919","3.1200","1.4600","null","null","null","85.5270","1514","5.6920",565132,543022,575929,519203,450314,623520,595879,592178,546991,657145,"54.8076","null","null","0.00",1,0,0,"null",10,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2019-04-20","96.8","1.9119","6.0678","Eduardo Escobar",500871,600968,"field_out","hit_into_play",,,,,14,"Eduardo Escobar lines out sharply to center fielder Jason Heyward.  ","R","R","L","CHC","ARI","X",8,"line_drive",0,2,2019,"1.4342","0.2373","0.0826","1.3822","null","null",664199,1,8,"Top","140.35","71.83",,,543089,,"190420_210420","-7.9399","-140.5240","-7.3749","20.3026","30.2598","-27.7496","3.5000","1.6500","304","102.9","13.2","95.6070","2057","5.6220",565131,600968,543089,519203,623520,592178,595879,656941,518792,450314,"54.8777","0.848","0.892","0.00",1,0,0,4,63,"3","2-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard"
"CH","2019-04-20","87.0","-1.7130","5.9590","Eduardo Escobar",500871,543903,"single","hit_into_play_no_out",,,,,13,"Eduardo Escobar singles on a soft ground ball to pitcher Allen Webster.   Zack Greinke to 3rd.  ","R","L","R","CHC","ARI","X",1,"ground_ball",0,0,2019,"-1.1167","1.0232","-0.1145","0.8298","null",425844,"null",2,6,"Top","117.49","181.52",,,575929,,"190420_202208","6.2221","-126.5644","-8.4221","-13.4199","21.8696","-19.5682","3.2400","1.5100","null","90.3","-17.3","88.3930","1992","6.8330",565131,543903,575929,519203,518614,592178,595879,656941,518792,450314,"53.6668","0.130","0.138","0.90",1,1,0,2,47,"1","Changeup",0,6,6,0,6,0,6,0,"Standard","Standard"
"FC","2019-04-20","84.6","-2.8156","5.3698","Eduardo Escobar",500871,506433,"field_out","hit_into_play",,,,,8,"Eduardo Escobar flies out to left fielder Kyle Schwarber.  ","R","L","R","CHC","ARI","X",7,"fly_ball",2,0,2019,"0.5650","0.2579","-0.0244","1.7071","null","null","null",0,5,"Top","100.21","77.32",,,575929,,"190420_195738","5.3700","-123.2863","-2.8508","4.9721","18.1617","-29.3031","3.5000","1.6500","295","93.2","42.9","84.8840","2743","5.8240",565131,506433,575929,519203,518614,592178,595879,656941,518792,450314,"54.6755","0.025","0.036","0.00",1,0,0,3,35,"3","Cutter",0,3,3,0,3,0,3,0,"Standard","Standard"
